organisation,author,created,last_modified,package_title,file_title,date_from,date_to,description,licence,info,url
State Archives NSW,State Records Authority,2013-05-28T01:11:22.607075,2013-05-28T01:11:22.607075,Soldier Settlement Indexes,"Registers of Settlement Purchase, 1905-1929",,,"For a description of this data, see this page: [Registers of Settlement Purchase](http://www.records.nsw.gov.au/state-archives/indexes-online/indexes-to-land-records/index-to-registers-of-settlement-purchases)",Creative Commons Attribution,https://data.nsw.gov.au/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd,https://data.nsw.gov.au/data/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd/resource/8d08d6d7-1d36-4df5-b08f-c06ac4decc7b/download/Registers-of-Settlement-Purchases.csv
State Archives NSW,State Records Authority,2013-05-28T01:12:01.329735,2013-05-28T01:12:01.329735,Soldier Settlement Indexes,Returned Soldier Settlement Miscellaneous Files,,,"For a description of this data, see this page: [Returned Soldier Settlement Miscellaneous Files](http://www.records.nsw.gov.au/state-archives/indexes-online/indexes-to-land-records/index-to-returned-soldiers-miscellaneous-files)",Creative Commons Attribution,https://data.nsw.gov.au/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd,https://data.nsw.gov.au/data/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd/resource/f0091f64-bb2a-4d22-abbb-558538709145/download/Returned-Soldiers-Settlement-Misc-files-1916-25.csv
State Archives NSW,State Records Authority,2013-05-28T01:12:43.384186,2013-05-28T01:12:43.384186,Soldier Settlement Indexes,Returned Soldiers Settlement Loan Files,,,"For a description of this data, see this page: [Returned Soldiers Settlement Loan Files](http://www.records.nsw.gov.au/state-archives/indexes-online/indexes-to-land-records/returned-soldiers-settlement-loans-files)",Creative Commons Attribution,https://data.nsw.gov.au/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd,https://data.nsw.gov.au/data/dataset/78fe0108-2ae2-4918-b359-48a3bb1c31dd/resource/808ba35d-feb6-4718-95c3-201698c28f23/download/Returned-Soldier-Settlement-Loan-Files.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T08:54:59.173747,2013-05-12T08:54:59.173747,Australian Gas Light Company maps,australian-gas-light-company.csv,1870,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/403b117f-157a-4b94-b1d4-3f01ef084988,http://data.gov.au/storage/f/2013-05-12T185422/tmpJif9Yeaustralian-gas-light-company.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T10:01:06.767767,2013-05-12T10:01:06.767767,First Fleet Collection,first-fleet.csv,1786-1802,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/5d263488-ab5a-48f5-9030-21ea2524fb1d,http://data.gov.au/storage/f/2013-05-12T200027/tmpKw1Wzyfirst-fleet.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T10:38:41.601698,2013-05-12T10:38:41.601698,First Fleet maps,first-fleet-maps.csv,1788-1930s,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/3643f4b2-0dd7-4bdc-8548-faf6d5445ae1,http://data.gov.au/storage/f/2013-05-12T203805/tmpqDifgmfirst-fleet-maps.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T10:35:15.874572,2013-05-12T10:35:15.874572,Maps of the Southern Hemisphere 16th-18th centuries,crux-maps.csv,1492-1819,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/85168dd3-e8fb-4980-8966-9dcaa75b360d,http://data.gov.au/storage/f/2013-05-12T203439/tmpdXfyvbcrux-maps.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T09:16:35.352504,2013-05-12T09:16:35.352504,"New South Wales officers and men of the Australian Imperial Force (A.I.F.) and the Australian Naval Forces : portrait collection, 1919",nsw-ww1-servicemen-portraits.csv,1917-1918,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/0b73c39d-0304-41f2-bde4-b95a3dc53844,http://data.gov.au/storage/f/2013-05-12T191553/tmp0BZDwknsw-ww1-servicemen-portraits.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T08:46:21.256390,2013-05-12T08:46:21.256390,Photographs of NSW life pre 1955,home-and-away.csv,c.1890-c.1955,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/f6055020-ac33-4af8-9168-dfb4decb99f3,http://data.gov.au/storage/f/2013-05-12T184417/tmpAJ_D0lhome-and-away.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T11:06:21.353176,2013-05-12T11:06:21.353176,Photographs of Sydney before 1885,sydney-pictures.csv,c. 1875-1900,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/75d201b9-b045-4071-8a8a-8311e5cfaaf0,http://data.gov.au/storage/f/2013-05-12T210543/tmpCYp8JMsydney-pictures.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T11:52:07.802067,2013-05-12T11:52:07.802067,Rare printed books,rare-printed-items.csv,1575-1873,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/2c585c70-9f22-49e1-a54b-b52ad47601d6,http://data.gov.au/storage/f/2013-05-12T215127/tmpt2UJrvrare-printed-items.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T08:28:29.619765,2013-05-12T08:28:29.619765,Sydney bond store maps 1894,bonded-free-store-plans.csv,1894,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/f51c36fe-2d9b-40ed-bab3-5607d0a457f0,http://data.gov.au/storage/f/2013-05-12T182753/tmpVwqO3gbonded-free-store-plans.csv
State Library of New South Wales,State Library of New South Wales,2013-05-12T08:42:56.256260,2013-05-12T08:42:56.256260,Sydney maps 1917,city-of-sydney.csv,1917,,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/fcac036b-5c52-42c8-91c3-4904e50dd9af,http://data.gov.au/storage/f/2013-05-12T184218/tmpqqiWKVcity-of-sydney.csv
State Library of Queensland,State Library of Queensland,2017-09-14T09:34:06.639890,2017-09-14T09:34:06.639890,SLQ - Aboriginal and Torres Strait Islander languages word lists,Barunggam word list,2017-09-14,,This is a list of words of body parts in the Barunggam language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ec6accc5-07d9-44d3-bf6d-0b363a73f3ef/download/barunggam.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:05:06.048107,2017-09-14T10:05:06.048107,SLQ - Aboriginal and Torres Strait Islander languages word lists,Brisbane animal words,2017-09-14,,This is a list of animals in Brisbane Indigenous languages.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/3e39dd7d-e777-4f47-9160-95aaca34bff5/download/bris-animal-words.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:07:12.370622,2017-09-14T10:07:12.370622,SLQ - Aboriginal and Torres Strait Islander languages word lists,Butchulla word list,2017-09-14,,This is a list of words of body parts in the Butchulla language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/35350512-a668-4bde-a58c-46092a07d1de/download/butchulla.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:13:15.053988,2017-09-14T10:13:15.053988,SLQ - Aboriginal and Torres Strait Islander languages word lists,Dharumbal word list,2017-09-14,,This is a list of words of body parts in the Dharumbal language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/b86e4743-d65b-4f68-935a-1c57480cde3e/download/dharumbal.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:14:49.017662,2017-09-14T10:14:49.017662,SLQ - Aboriginal and Torres Strait Islander languages word lists,Duungidjawu word list,2017-09-14,,This is a list of words of body parts in the Duungidjawu language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/81f76d7f-4ada-40c3-976c-6a24b459b1e0/download/duungidjawu.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:16:03.313146,2017-09-14T10:16:03.313146,SLQ - Aboriginal and Torres Strait Islander languages word lists,Gooreng word list,2017-09-14,,This is a list of words of body parts in the Gooreng language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/a0ca1aee-e886-4ea1-978a-f0c80d4558be/download/gooreng.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:17:00.547020,2017-09-14T10:17:00.547020,SLQ - Aboriginal and Torres Strait Islander languages word lists,Gunggari word list,2017-09-14,,This is a list of words of body parts in the Gunggari language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/2d2ef02c-1c89-4011-91ba-a4d6e95551df/download/gunggari.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:19:07.684037,2017-09-14T10:19:07.684037,SLQ - Aboriginal and Torres Strait Islander languages word lists,Kala-kawaw-ya word list,2017-09-14,,This is a list of words of body parts in the Kala-kawaw-ya language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/92fde7ae-f2e8-484e-81db-f717cc5d2707/download/kala-kawaw-ya.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:20:48.256080,2017-09-14T10:20:48.256080,SLQ - Aboriginal and Torres Strait Islander languages word lists,Kuku-yalanji word list,2017-09-14,,This is a list of words of body parts in the Kuku-yalanji language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/ab7ab13e-a66c-4a50-b5d2-034e4a0683bc/download/kuku-yalanji.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:21:57.617442,2017-09-14T10:21:57.617442,SLQ - Aboriginal and Torres Strait Islander languages word lists,Nggerikudi word list,2017-09-14,,This is a list of words of body parts in the Nggerikudi language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/91dbac9b-d853-424e-8ce0-29a8bc74399b/download/nggerikudi.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:24:58.925622,2017-09-14T10:24:58.925622,SLQ - Aboriginal and Torres Strait Islander languages word lists,Nggerrikwidhi word list,2017-09-14,,This is a list of words of body parts in the Nggerrikwidhi language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/c06c3742-d9df-4eb4-9264-21bba62a1a2a/download/nggerrikwidhi.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:26:38.261958,2017-09-14T10:26:38.261958,SLQ - Aboriginal and Torres Strait Islander languages word lists,Number word list,2017-09-14,,This is a list of numbers in Indigenous languages.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/2483d545-8104-4709-8f11-af53207dbb6e/download/numbers.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:27:59.970036,2017-09-14T10:27:59.970036,SLQ - Aboriginal and Torres Strait Islander languages word lists,Say g'day word list,2017-09-14,,This is a list of greetings in Indigenous languages.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/a02450ec-15b2-4185-a973-c8868e70e928/download/say-gday.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:29:36.174487,2017-09-14T10:29:36.174487,SLQ - Aboriginal and Torres Strait Islander languages word lists,Torres strait islander word list,2017-09-14,,This is a list of everyday words used in the Torres Strait Islands.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/7cd323ec-0c67-4994-a52b-d3f04be0fd74/download/tsi-words.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:34:25.851599,2017-09-14T10:34:25.851599,SLQ - Aboriginal and Torres Strait Islander languages word lists,Turubal word list,2017-09-14,,This is a list of words of body parts in the Turubal language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/da3ac749-840a-479d-9466-09eb8d6e389d/download/turubal.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:35:24.793232,2017-09-14T10:35:24.793232,SLQ - Aboriginal and Torres Strait Islander languages word lists,Wakka-wakka word list,2017-09-14,,This is a list of words of body parts in the Wakka- Wakka language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/dfa3b2cc-0788-456a-b132-2db687b6257a/download/wakka-wakka.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:36:44.552885,2017-09-14T10:36:44.552885,SLQ - Aboriginal and Torres Strait Islander languages word lists,Warrgamay word list,2017-09-14,,This is a list of words of body parts in the Warrgamay language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/c340e92d-ed7f-478e-ab7e-d79137441327/download/warrgamay.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:38:00.794353,2017-09-14T10:38:00.794353,SLQ - Aboriginal and Torres Strait Islander languages word lists,Yugambeh word list,2017-09-14,,This is a list of words of body parts in the Yugambeh language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/4ea75e17-cb1e-473e-9b6b-c0227b1fa787/download/yugambeh.csv
State Library of Queensland,State Library of Queensland,2017-09-14T10:39:22.776405,2017-09-14T10:39:22.776405,SLQ - Aboriginal and Torres Strait Islander languages word lists,Yugarabul word list,2017-09-14,,This is a list of words of body parts in the Yugarabul language.,Creative Commons Attribution 4.0 International,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6,https://data.gov.au/dataset/fa0667b1-9e0d-4aef-baa1-e20357a769b6/resource/34b5f663-6c32-4ad9-8f8e-7f63ce5156f2/download/yugarabul.csv
